person_key,canonical_name,honorific,affiliation,country,person_type,aliases,source_refs,occurrences,needs_review,notes,final_action,reviewer
machuca-lopez-and-fernando-garzon,Machuca López and Fernando Garzón,,"who were participating in a demonstration for Gaza in Guayaquil, Ecuador.",,speaker,Machuca López and Fernando Garzón,post:102333@yt:M9sYi4Io7Zk@4993,1,0,,drop,mk
we-have-the-solution,We Have The Solution,,,,speaker,We Have The Solution,post:107997@yt:FaWOAs0zMJU@1,1,0,,drop,mk
gesang-des-gebets,Gesang des Gebets,,"überraschte. Das Gebet ist eine von vier marianischen Antiphonen oder Gebeten an die Jungfrau Maria, die während der Osterzeit gesprochen werden.",,speaker,Gesang des Gebets,post:109374@yt:8gDRJrMK0M0@573,1,0,,drop,mk
1-helga-zepp-larouche-founder,1) Helga Zepp-LaRouche; Founder,,,,speaker,"1) Helga Zepp-LaRouche; Founder, Schiller Institute: Welcome and Keynote, ""The Need for a New Paradigm""",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:helga-zepp-larouche,mk
1-jacques-cheminade-president,1) Jacques Cheminade; President,,,,speaker,"1) Jacques Cheminade; President, S&P, France: ""The Peace of Westphalia to Escape the Thucydides Trap""",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:jacques-cheminade,mk
2-amb-anatoly-antonov,2) Amb. Anatoly Antonov,,,,speaker,"2) Amb. Anatoly Antonov, H.E. Ambassador Anatoly Antonov, Ambassador of The Russian Federation to the United States: ""Pr",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
2-helga-zepp-larouche,"2) Helga Zepp-LaRouche: ""Operation Ibn Sina""",,,,speaker,"2) Helga Zepp-LaRouche: ""Operation Ibn Sina"", Dipl. Ing. Daud Azimi - Board Member Peace National Front of Afghanistan: ",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:helga-zepp-larouche,mk
3-princy-mthombeni-communication-specialist,3) Princy Mthombeni; Communication Specialist,,,,speaker,"3) Princy Mthombeni; Communication Specialist, Africa4Nuclear Founder, South Africa: ""Energy Security for Africa""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
3-sam-pitroda-innovator,3) Sam Pitroda; Innovator,,,,speaker,"3) Sam Pitroda; Innovator, Entrepreneur and Policy-Maker; U.S./India: ""The Need to Redesign the World""",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:sam-pitroda,mk
5-chen-xiaohan,5) Chen Xiaohan,,,,speaker,"5) Chen Xiaohan, Chinese People's Association for Peace and Disarmament: ""Shared Future of Mankind""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
5-fraydique-gaitan,5) Fraydique Gaitán,,,,speaker,"5) Fraydique Gaitán, President of the CTU USCTRAB Workers Confederation of Colombia; and Pedro Rubio, President of the A",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
7-p-s-raghavan,7) P.S. Raghavan,,,,speaker,"7) P.S. Raghavan, Former Indian Ambassador to Russia: ""The Indian Perspective""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
a-pac-ee,Али Растбеен,,,,speaker,"Али Растбеен, основатель и президент Парижской академии геополитики, Париж, Франция",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
abbey-makoe,Abbey Makoe,,,,speaker,Abbey Makoe,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
academy-of-social-sciences,Academy of Social Sciences (CASS),,,,speaker,"Academy of Social Sciences (CASS), China",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
achim-bonatz,Achim Bonatz,,,,speaker,Achim Bonatz,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
address-by-antonino-galloni,Address by Antonino Galloni,,,,speaker,"Address by Antonino Galloni, Economist, Statutory Auditor of Istituto Nazionale Previdenza Sociale (INPS), Rome, Italy.",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:antonino-galloni,mk
address-by-diogene-senny,Address by Diogène Senny,,,,speaker,"Address by Diogène Senny, Secretary General of the Association LP Umoja, Panafrican League, Paris, France.",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:diogene-senny,mk
address-by-natalia-vitrenko,Address by Natalia Vitrenko,,,,speaker,"Address by Natalia Vitrenko, Economist, Chairwoman of the Progressive Socialist Party of Ukraine, Kiev, Ukraine.",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:natalia-vitrenko,mk
address-by-ray-mcgovern,Address by Ray McGovern,,,,speaker,"Address by Ray McGovern, Veteran Intelligence Professionals for Sanity (VIPS), USA.",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:raymond-mcgovern,mk
adrian-pearl,Adrian Pearl (U.S.),,,,speaker,Adrian Pearl (U.S.),yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alain-gachet-vorsitzender,Alain Gachet – Vorsitzender,,,,speaker,"Alain Gachet – Vorsitzender, Radar Technologies International, Frankreich",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:alain-gachet,mk
alejandro-yaya,Alejandro Yaya (Argentina),,,,speaker,Alejandro Yaya (Argentina),yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alexander-demissie,Dr. (cand.) Alexander Demissie,,,,speaker,Dr. (cand.) Alexander Demissie,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alexander-hamilton,Alexander Hamilton,,,,speaker,"Alexander Hamilton, LaRouche, and the Credit System",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alexander-k-bobrov,Alexander K. Bobrov (Russia),,,,speaker,"Alexander K. Bobrov (Russia), Associate Professor at the Department of Diplomacy, MGIMO University, Moscow",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alexey-boguslavskiy,Mr. Alexey Boguslavskiy,,,,speaker,Mr. Alexey Boguslavskiy,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alf-schmidt,Alf Schmidt (Germany),,,,speaker,"Alf Schmidt (Germany), Independent farmer, Leader of Farmers Demonstrations in Berlin",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
ameling,Prof. Ameling: The Energy Shift in Germany Will Lead to Dein,,,,speaker,Prof. Ameling: The Energy Shift in Germany Will Lead to Deindustrialization,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
american-president-donald-trump,American President Donald Trump,,,,speaker,"American President Donald Trump, Chinese President Xi Jinping, and Russian President Vladimir Putin could together, in t",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
amna-malik,Mrs. Amna Malik (Pakistan),,,,speaker,"Mrs. Amna Malik (Pakistan), president, Center of Pakistan and International Relations (COPAIR)",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
amzat-boukari-yabara,Amzat Boukari-Yabara,,,,speaker,"Amzat Boukari-Yabara, African Historian, General Secretary of the Panafrican League Umoja",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
anastasia-battle,Anastasia Battle (U.S.),,,,speaker,Anastasia Battle (U.S.),yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
anatoly-antonov,H.E. Ambassador Anatoly Antonov,,,,speaker,"H.E. Ambassador Anatoly Antonov, Ambassador of The Russian Federation to the United States, expresses his appreciation o",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
anika-telmanyi-lylloff,Anika Telmányi Lylloff,,,,speaker,"Anika Telmányi Lylloff, violin",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
anna-evstigneeva,Ambassador Anna Evstigneeva (Russia),,,,speaker,"Ambassador Anna Evstigneeva (Russia), Deputy Permanent Representative, the Russian Federation Mission to the UN",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
antonella-banaudi,Antonella Banaudi,,,,speaker,"Antonella Banaudi, Soprano and singing teacher, expert on Verdi tuning , LaRouche and the unity of art and science",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
antonio-vivaldi,Antonio Vivaldi: Concerto in A-major RV 158,,,,speaker,Antonio Vivaldi: Concerto in A-major RV 158,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
areej-atef,Areej Atef,,,,speaker,"Areej Atef, Education Committee Vice President of BRICS Youth Parliament, Sana'a, Yemen: ""Youth of the World Face Two Wo",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
arise-arise-arise,Arise! Arise! Arise!,,,,speaker,Arise! Arise! Arise!,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
armin-azima,Dr. Armin Azima,,,,speaker,"Dr. Armin Azima, University of Hamburg",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
ashley-tran,Ashley Tran (US),,,,speaker,Ashley Tran (US),yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
attaining-freedom-through-necessity,Attaining Freedom Through Necessity:,,,,speaker,Attaining Freedom Through Necessity:,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
atul-aneja,Atul Aneja,,,,speaker,Atul Aneja,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
augustinus-berkhout,Prof. Augustinus Berkhout,,,,speaker,Prof. Augustinus Berkhout,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
benjamin-lylloff,Benjamin Lylloff,,,,speaker,"Benjamin Lylloff, arr: ""Mo Li Hua"" (""Jasmine Flower"")",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
bill-bullard,Bill Bullard,,,,speaker,Bill Bullard,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
bill-bullard-montana,Bill Bullard; Montana,,,,speaker,"Bill Bullard; Montana, CEO R-CALF USA,",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
billy-anders-estime,Billy Anders Estimé (Haiti),,,,speaker,"Billy Anders Estimé (Haiti), Co-Founder, CAFÉ DIPLO HAÏTI",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
bob-baker,Bob Baker (U.S.),,,,speaker,"Bob Baker (U.S.), Schiller Institute and U.S. Farm leaders (U.S.)",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
boris-meshchanov,Boris Meshchanov,,,,speaker,Boris Meshchanov,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
bradley-blankenship,Bradley Blankenship (U.S.),,,,speaker,"Bradley Blankenship (U.S.), Journalist",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
breno-hermann,Hon. Breno Hermann,,,,speaker,"Hon. Breno Hermann, Consul, Cultural Department, Consulate of Brasil in Boston - What is the BRICS and where is it headi",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
brian-harvey,Brian Harvey (Ireland),,,,speaker,"Brian Harvey (Ireland), Space Historian",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
bruce-director,Bruce Director,,,,speaker,"Bruce Director, Secretary-Treasurer, US Schiller Institute",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
carolina-dominguez,Carolina Domínguez (Mexico),,,,speaker,"Carolina Domínguez (Mexico), Schiller Institute",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
carolina-dominguez-cisneros,Carolina Domínguez Cisneros,,,,speaker,"Carolina Domínguez Cisneros, Mexico; Sebastián Debernardi, Peru; Andrés Carpintero, Colombia; Daniel Dufreine Arévalo, M",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
celeste-saenz-de-miera,Celeste Sáenz de Miera (Mexico),,,,speaker,"Celeste Sáenz de Miera (Mexico), Secretary General, Mexico Journalists Club",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
chen-xiaohan,Ms. Chen Xiaohan (China),,,,speaker,"Ms. Chen Xiaohan (China), Deputy Secretary General, The Chinese People's Association for Peace and Disarmament (CPAPD)",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
