person_key,canonical_name,honorific,affiliation,country,person_type,aliases,source_refs,occurrences,needs_review,notes,final_action,reviewer
address-by-jayshree-sengupta,Address by Jayshree Sengupta,,,,speaker,"Address by Jayshree Sengupta, Senior Fellow, Observer Research Foundation, New Delhi, India.",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:jayshree-sengupta,mk
address-by-panos-kammenos,Address by Panos Kammenos,,,,speaker,"Address by Panos Kammenos, Chairman of the Independent Greeks, Member of Hellenic Parliament, Athens, Greece",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:panos-kammenos,mk
address-by-prof-shi-ze,Address by Prof. Shi Ze,,,,speaker,"Address by Prof. Shi Ze, China Institute of International Studies, Bejing, China.",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:shi-ze,mk
alessia-ruggeri,Alessia Ruggeri (Italy),,,,speaker,"Alessia Ruggeri (Italy), Spokeswoman of the Comitato per le Repubblica, trade unionist: ""For a Europe of the Fatherlands",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alicia-diaz-brown,Alicia Díaz Brown,,,,speaker,"Alicia Díaz Brown, Citizens Movement for Water, Sonora, Mexico: ""Let Us Return to the Best Moments of the U.S.–Mexico Re",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
alto-mayumi-nakamura-japan,Alto: Mayumi Nakamura - Japan,,,,speaker,Alto: Mayumi Nakamura - Japan,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
antonino-galloni-enrico-mattei,Antonino Galloni – Enrico Mattei,,,,speaker,"Antonino Galloni – Enrico Mattei, eine Singularität oder ein Modell bis heute ?",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:antonino-galloni,mk
ave-verum-corpus-by-mozart,Ave Verum Corpus by Mozart,,,,speaker,Ave Verum Corpus by Mozart,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
baifeng-sun,Baifeng Sun,,,,speaker,"Baifeng Sun, Confucius Institute, UMASS Boston. On developing cultural relations between the United States and China",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
bass-chanyoung-lee-korea,Baß: Chanyoung Lee - Korea,,,,speaker,Baß: Chanyoung Lee - Korea,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
benjamin-telmanyi-lylloff,Benjamin Telmányi Lylloff,,,,speaker,"Benjamin Telmányi Lylloff, piano",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
black,Col. Black: U.S. Nuclear Policy is No Longer Defensive,,,,speaker,"Col. Black: U.S. Nuclear Policy is No Longer Defensive, but OFFENSIVE",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:richard-black,mk
butch-valdes,Butch Valdes: Pacific Contribution from the Philippines,,,,speaker,Butch Valdes: Pacific Contribution from the Philippines,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
caleb-maupin,Caleb Maupin (U.S.),,,,speaker,"Caleb Maupin (U.S.), Founder and Director, Center for Political Innovation: ""Security Effects of Unilateral Sanctions by",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
chas-freeman-things-fall-apart,Chas Freeman – Things Fall Apart: America,,,,speaker,"Chas Freeman – Things Fall Apart: America, Europe, and Asia in the New World Disorder",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:chas-freeman,mk
covid-19-triage,COVID-19 & Triage: A Slippery Slope,,,,speaker,COVID-19 & Triage: A Slippery Slope,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
daisuke-kotegawa-canon-institute,Daisuke Kotegawa – Canon Institute,,,,speaker,"Daisuke Kotegawa – Canon Institute, Japan, ehem. Vertreter Japan",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:daisuke-kotegawa,mk
daniel-burke,Daniel Burke,,,,speaker,"Daniel Burke, Schiller Institute, USA",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
die-losung-fur-griechenland-euro-austritt,Die Lösung für Griechenland: Euro-Austritt,,,,speaker,"Die Lösung für Griechenland: Euro-Austritt, Schuldenschnitt, staatliche Investitionen und wirtschaftliches Wachstum",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
discours-par-robert-barwick,Discours par Robert Barwick,,,,speaker,"Discours par Robert Barwick, Citizens Electoral Council CEC, Australie.",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:robert-barwick,mk
doctor-of-economics,Doctor of Economics,,,,speaker,"Doctor of Economics, MP (1994-2002) and Chairwoman of the Progressive Socialist Party of Ukraine, Dr. Natalia Vitrenko's",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
eiffel-valdecoa,Eiffel Valdecoa,,,,speaker,Eiffel Valdecoa,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
elvira-green-mezzosoprano,Elvira Green (U.S.) Mezzosoprano,,,,speaker,"Elvira Green (U.S.) Mezzosoprano, formerly with the New York Metropolitan Opera",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
emmanuel-dupuy,Prof. Emmanuel Dupuy (France),,,,speaker,"Prof. Emmanuel Dupuy (France), Founder and President, Institute of European Prospective and Security (IPSE): ""What is at",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
eric-de-keuleneer,Eric De Keuleneer,,,,speaker,"Eric De Keuleneer, Economics Professor at Solvay Business School, former Member of the Belgian Surveillance Board of the",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
ewert,Prof. Ewert: The Anthropogenic Climate Change Swindle,,,,speaker,Prof. Ewert: The Anthropogenic Climate Change Swindle,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
feride-istogu-soprano,Feride Istogu Soprano,,,,speaker,"Feride Istogu Soprano, Schiller Institute and Founder of Lola Gjoka Project, ""Little Halit"" and ""Sara"" (Albanian folk so",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
former-u-s-state-department-official,Former U.S. State Department Official (U.S.),,,,speaker,Former U.S. State Department Official (U.S.),yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
fraydique-alexander-gaitan,Fraydique Alexander Gaitán (Colombia),,,,speaker,"Fraydique Alexander Gaitán (Colombia), President of USCTRAB Trade Union Confederation of Colombia, and Pedro Rubio, Colo",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
george-hillman,George Hillman,,,,speaker,"George Hillman, American Entrepreneur, on why the big pharmaceutical companies are not delivering on infectious disease ",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
gian-marco-sanna,Gian Marco Sanna,,,,speaker,Gian Marco Sanna,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
guangxi-li,Guangxi Li,,,,speaker,"Guangxi Li, MD, PhD · Chinese Academy of Medical Sciences, Beijing · ""Chinese Medicine Treatment of COVID-19""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
guo-wentao,GUO Wentao,,,,speaker,GUO Wentao,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
helena-chang,Helena Chang,,,,speaker,"Helena Chang, Columnist, China/Austria",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
hussein-askary-beauty-of-the-islamic-renaissance,Hussein Askary – Beauty of the Islamic Renaissance: the elep,,,,speaker,Hussein Askary – Beauty of the Islamic Renaissance: the elephant clock,yt-segmentation,1,1,added by reconcile from video-segmentation,merge:hussein-askary,mk
igor-lopatonok,Igor Lopatonok (U.S.),,,,speaker,Igor Lopatonok (U.S.),yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
j-s-bach,J.S. Bach: Magnificat (BWV 243),,,,speaker,J.S. Bach: Magnificat (BWV 243),yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
jacques-cheminade-keynote,Jacques Cheminade – Keynote: The LaRouche method of physical,,,,speaker,Jacques Cheminade – Keynote: The LaRouche method of physical economy,yt-segmentation,1,1,added by reconcile from video-segmentation,merge:jacques-cheminade,mk
jean-pierre-luminet,Jean-Pierre Luminet,,,,speaker,"Jean-Pierre Luminet, PhD · Astrophysicist; emeritus researcher at National Center of Scientific Research · ""The Role of ",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
jochen-heibertshausen,Jochen Heibertshausen (guest artist),,,,speaker,Jochen Heibertshausen (guest artist),yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
johann-sebastian-bach,Johann Sebastian Bach: Double Violin Concerto in D minor for,,,,speaker,Johann Sebastian Bach: Double Violin Concerto in D minor for Two Violin BWV 1043,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
jur-wolfgang-bittner,Dr. Jur. Wolfgang Bittner (Germany),,,,speaker,"Dr. Jur. Wolfgang Bittner (Germany), Jurist, Author: ""We Are in War Mode""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
justin-yifu-lin,Prof. Justin Yifu Lin (China),,,,speaker,"Prof. Justin Yifu Lin (China), Dean, Institute of New Structural Economics; Dean, Institute of South-South Cooperation a",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
kildare-clarke,Kildare Clarke,,,,speaker,"Kildare Clarke, MD · Physician in New York · ""Health Care as a Social Necessity""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
kirk-meighoo,Dr. Kirk Meighoo,,,,speaker,"Dr. Kirk Meighoo, political economist, broadcaster, and former Senator, Trinidad & Tobago: ""The Caribbean's True Importa",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
larouche-legacy-foundation-www-larouchelegacyfoundation-org,LaRouche Legacy Foundation: www.larouchelegacyfoundation.org,,,,speaker,LaRouche Legacy Foundation: www.larouchelegacyfoundation.org,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
larry-bell,Larry Bell,,,,speaker,"Larry Bell, Founder, Sasakawa International Center for Space Architecture, College of Engineering, University of Houston",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
leonidas-chrysantopoulos-die-globale-krise,Leonidas Chrysantopoulos – Die globale Krise: Lösungsvorschl,,,,speaker,Leonidas Chrysantopoulos – Die globale Krise: Lösungsvorschläge,yt-segmentation,1,1,added by reconcile from video-segmentation,merge:leonidas-chrysantopoulos,mk
lt-col-ulrich-scholz,Lt. Col. (ret.) Ulrich Scholz,,,,speaker,"Lt. Col. (ret.) Ulrich Scholz, former NATO planner",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
lt-col-ulrich-scholz-war,Lt. Col. (ret.) Ulrich Scholz – War: a pathology of the West,,,,speaker,Lt. Col. (ret.) Ulrich Scholz – War: a pathology of the West,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
marc-gabriel-draghi,Marc-Gabriel Draghi (France),,,,speaker,"Marc-Gabriel Draghi (France), Economist: ""Orderly Debt Cancellation: Historical Precedents and Present Relevance.""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
marie-korsaga,Marie Korsaga,,,,speaker,"Marie Korsaga, PhD · Astrophysicist, Burkina Faso · ""The Necessity of Science Education for African Youth""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
marino-elsevyf,Marino Elsevyf,,,,speaker,"Marino Elsevyf, Attorney-at-Law, Dominican Republic, Member of 1995 MLK Tribunal",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
mark-sweazy,Mark Sweazy,,,,speaker,"Mark Sweazy, former UAW trade union leader, United States: ""Returning the U.S. Work Force to a Culture of Scientific Pro",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
matthieu-fontana,Matthieu Fontana,,,,speaker,"Matthieu Fontana, cello",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
maurizio-abbate,Maurizio Abbate,,,,speaker,"Maurizio Abbate, President of the National Institute for Cultural Activities (ENAC), Italy",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
megan-dobrodt-president,Megan Dobrodt (U.S.) President,,,,speaker,"Megan Dobrodt (U.S.) President, Schiller Institute U.S.A.",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
michelle-erin,Michelle Erin,,,,speaker,"Michelle Erin, soprano; Everett Suttle, tenor; Dura Jun, piano: Johannes Brahms: ""Schwesterlein"" (""Sister""), WoO 33, Vol",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
moderator-jen-pearl,Moderator: Jen Pearl (U.S.),,,,speaker,"Moderator: Jen Pearl (U.S.), The Schiller Institute",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
ole-doering,Ole Doering,,,,speaker,"Ole Doering, PhD (Germany), Sinologist and Philosopher: ""A Salutogenic Symphony with Ancient Chinese Philosophy: Harmony",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
olesya-sablina,Olesya Sablina,,,,speaker,Olesya Sablina,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
on-july-4,On July 4,,,,speaker,"On July 4, 1776, America declared independence from a despotic British Imperial system. Today, How could we rescue the o",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
on-sunday,On Sunday,,,,speaker,"On Sunday, July 3, Helga Zepp-LaRouche will present the ""Lyndon LaRouche New Bretton Woods"" proposal as the core content",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
p-s-raghavan,Amb. P. S. Raghavan (India),,,,speaker,"Amb. P. S. Raghavan (India), former Indian Ambassador to The Russian Federation: ""The Indian Perspective.""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
par-dr-jasminka-simic,par Dr. Jasminka SIMIC,,,,speaker,par Dr. Jasminka SIMIC,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
par-helga-zepp-larouche,Par Helga Zepp-LaRouche,,,,speaker,"Par Helga Zepp-LaRouche, présidente de l'Institut Schiller",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:helga-zepp-larouche,mk
par-hussein-askary,par Hussein Askary,,,,speaker,par Hussein Askary,yt-segmentation,1,1,added by reconcile from video-segmentation,merge:hussein-askary,mk
performed-by-jean-trebuchet,Performed by Jean Trébuchet.,,,,speaker,Performed by Jean Trébuchet.,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
performer-camerata-geminiani,Performer: Camerata Geminiani,,,,speaker,Performer: Camerata Geminiani,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
plenary-session,Plenary Session,,,,speaker,Plenary Session,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
po-ep-ap,Роберт Барвик,,,,speaker,"Роберт Барвик, Совет граждан-избирателей, Австралия",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
po-p-ep-a-e,Проф. д-р Дитер Амелинг,,,,speaker,"Проф. д-р Дитер Амелинг,президент Германской федерации производителей стали (до 2008 г.), Эссен, Германия",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
pr-francois-gervais,Pr François Gervais,,,,speaker,"Pr François Gervais, professeur émérite à l'Université François Rabelais de Tours, rapporteur critique auprès du GIEC – ",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:francois-gervais,mk
pr-shi-ze,Pr Shi Ze,,,,speaker,"Pr Shi Ze, chercheur et directeur des études stratégiques internationales sur les questions énergétiques à l'Institut ch",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:shi-ze,mk
princy-mthombeni,Princy Mthombeni (South Africa),,,,speaker,"Princy Mthombeni (South Africa), Communication Specialist, Founder, Africa4Nuclear: ""Energy Security for Africa""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
r-thomas-buffenbarger,R. Thomas Buffenbarger,,,,speaker,"R. Thomas Buffenbarger,",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
rede-von-ali-rastbeen,Rede von Ali Rastbeen,,,,speaker,"Rede von Ali Rastbeen, Gründer und Präsident der Paris Academy",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:ali-rastbeen,mk
rede-von-dr-natalja-witrenko,Rede von Dr. Natalja Witrenko,,,,speaker,"Rede von Dr. Natalja Witrenko, Wirtschaftswissenschaftlerin & Vorsitzende der Progressiven Sozialistischen Partei der Uk",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:natalia-vitrenko,mk
religious-leaders,Religious Leaders (United States),,,,speaker,Religious Leaders (United States),yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
robert-l-baker,Robert L. Baker,,,,speaker,"Robert L. Baker, Schiller Institute, United States",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
robert-lechner-schobel,Robert Lechner-Schobel,,,,speaker,"Robert Lechner-Schobel, Business Consultant, Germany",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
robert-mcferrin,Robert McFerrin,,,,speaker,"Robert McFerrin, baritone, Raymond Jackson, piano",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
roberto-valdes,Roberto Valdes,,,,speaker,Roberto Valdes,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
ruijia-dong-mezzo-soprano-louis-arques,Ruijia Dong (China) mezzo-soprano; Louis Arques,,,,speaker,"Ruijia Dong (China) mezzo-soprano; Louis Arques, clarinet; Dura Jun, piano. Wolfgang Amadeus Mozart, ""Parto, ma tu ben m",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
saeed-naqvi,Saeed Naqvi (India),,,,speaker,"Saeed Naqvi (India), Indian journalist, television commentator and interviewer: ""Media Role and Responsibility""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
schiller-institute-conference-saturday,Schiller Institute conference Saturday,,,,speaker,"Schiller Institute conference Saturday, February 4: Two panels, 10 am-1 pm and 2 pm-5 pm EST",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
schiller-institute-covid-19-policy-https-schillerinstitute-com-blog-2020-04-11-larouches-apollo-mission-to-defeat-the-global-pandemic-build-a-world-health-system-now,Schiller Institute COVID-19 Policy: https://schillerinstitut,,,,speaker,Schiller Institute COVID-19 Policy: https://schillerinstitute.com/blog/2020/04/11/larouches-apollo-mission-to-defeat-the,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
schiller-institute-manhattan-conference,"Schiller Institute Manhattan Conference - ""Building a World ",,,,speaker,"Schiller Institute Manhattan Conference - ""Building a World Land-Bridge: Realizing Mankind's True Humanity"" April 7, 201",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
simona-buineviciute,Simona Buineviciute,,,,speaker,Simona Buineviciute,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
sopran-sua-baek-korea,Sopran: Sua Baek - Korea,,,,speaker,Sopran: Sua Baek - Korea,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
talal-moualla-repositioning-of-the-cultural-variable,Talal Moualla – Repositioning of the cultural variable: Towa,,,,speaker,Talal Moualla – Repositioning of the cultural variable: Towards a new modern cultural approach,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
the-poetic-principle,The Poetic Principle: Why and How America Must Return to a C,,,,speaker,The Poetic Principle: Why and How America Must Return to a Classical Culture,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
the-schiller-institute-chorus,The Schiller Institute Chorus,,,,speaker,The Schiller Institute Chorus,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
the-true-interests-of-the-united-states,The True Interests of the United States: Senator Black Addre,,,,speaker,The True Interests of the United States: Senator Black Addresses Schiller Conference,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
thomas-wysmuller,Thomas Wysmuller,,,,speaker,"Thomas Wysmuller, Founding member of NASA The Right Climate Stuff — ""What NASA Has Done and Where NASA Is Going""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
tom-buffenbarger,Tom Buffenbarger,,,,speaker,"Tom Buffenbarger, the International President of the IAM, sent the following message of greeting to the July 2-3, 2011 S",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
us-state-senator-richard-black,US State Senator Richard Black (video presentation),,,,speaker,US State Senator Richard Black (video presentation),yt-segmentation,1,1,added by reconcile from video-segmentation,merge:richard-black,mk
veronika-zukaite,Veronika Zukaite,,,,speaker,Veronika Zukaite,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
viktoriya-valdes,Viktoriya Valdes,,,,speaker,Viktoriya Valdes,yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
vladimir-morozov,Vladimir Morozov,,,,speaker,"Vladimir Morozov, Program Coordinator, Russian International Affairs Council, Moscow",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
von-panos-kammenos,Von Panos Kammenos ,,,,speaker,"Von Panos Kammenos , Vorsitzender der Partei Unabhängige Griechen, Mitglied des Hellenischen Parlaments, Athen, Griechen",yt-segmentation,1,1,added by reconcile from video-segmentation,merge:panos-kammenos,mk
walter-formento,Walter Formento,,,,speaker,"Walter Formento, Director, Center for Political and Economic Research, Argentina; ""South America on the New Multipolar R",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
war-must-stop,"War Must Stop: ""Get off this command and control architectur",,,,speaker,"War Must Stop: ""Get off this command and control architecture""",yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
what-italy-s-future-depends-on,What Italy's Future Depends On,,,,speaker,What Italy's Future Depends On,yt-segmentation,1,1,added by reconcile from video-segmentation,drop,mk
will-happer,Will Happer,,,,speaker,"Will Happer, PhD · Professor Emeritus of Physics, Princeton University · ""The Inside Story of Contemporary Science""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
wolfgang-amadeus-mozart,Wolfgang Amadeus Mozart,,,,speaker,"Wolfgang Amadeus Mozart, motet Ave Verum corpus (Hail, true body) presentation by John Sigerson (Music Director, Schille",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
xe-a-e-apy,Хельга Цепп-Ларуш,,,,speaker,"Хельга Цепп-Ларуш, президент Шиллеровского института",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
xu-jian,Dr. Xu Jian,,,,speaker,"Dr. Xu Jian, Vice President of China Institute of International Studies (CIIS), Director of CIIS",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
yan-wang,Yan Wang,,,,speaker,"Yan Wang, PhD, ""The Chinese Economic Model""",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
yulin-wang-tenor,Yulin Wang (China) tenor,,,,speaker,"Yulin Wang (China) tenor, Dura Jun, piano. Confucius: ""在水一方"" (""By the Waterside"") On the Other Side of the River"" – ""O w",yt-segmentation,1,1,added by reconcile from video-segmentation,,mk
ave-verum-corpus,Ave Verum Corpus,,,,speaker,Ave Verum Corpus,seg-auto-merge,1,1,added via seg-auto presort merge,drop,mk
calf-usa,CALF USA,,,,speaker,CALF USA,seg-auto-merge,1,1,added via seg-auto presort merge,drop,mk
elvira-o-green,Elvira O. Green,,,,speaker,Elvira O. Green,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
jean-christophe-vautrin,Jean Christophe Vautrin,,,,speaker,Jean Christophe Vautrin,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
l-amitie-france,L'amitié France,,,,speaker,L'amitié France,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
lawrence-wilkerson,Lawrence Wilkerson,,,,speaker,Lawrence Wilkerson,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
mark-shelly,Mark Shelly,,,,speaker,Mark Shelly,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
metin-apti,Metin Apti,,,,speaker,Metin Apti,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
national-banking,National Banking,,,,speaker,National Banking,seg-auto-merge,1,1,added via seg-auto presort merge,drop,mk
petr-iliichev,Mr. Petr Iliichev,,,,speaker,Mr. Petr Iliichev,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
ranjani-saigal,Ranjani Saigal,,,,speaker,Ranjani Saigal,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
talal-moualla,Talal Moualla,,,,speaker,Talal Moualla,seg-auto-merge,1,1,added via seg-auto presort merge,,mk
win-relationship,Win Relationship,,,,speaker,Win Relationship,seg-auto-merge,1,1,added via seg-auto presort merge,drop,mk
